,source,target,label
17,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.002],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.012  0.011 -0.001],1
18,[ 0.715  0.517  0.275  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],0
19,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.01  0.001],1
20,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.008 0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],0
21,[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.01  0.008 0.001],[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],0
22,[0.716 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],1
23,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.007 -0.   ],[0.716 0.517 0.277 0.085 0.02  0.01  0.009 0.011 0.007 0.001],0
24,[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.008 0.001],0
25,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.008 -0.001],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.007 -0.   ],0
26,[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.002],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.013  0.007 -0.003],1
27,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.006 0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],0
28,[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],1
29,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.011 0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.01  -0.001],0
30,[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.008 0.001],0
31,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],0
32,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.01  0.007 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.008 -0.   ],0
33,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.008 -0.001],0
34,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],[0.716 0.517 0.277 0.085 0.02  0.01  0.008 0.007 0.007 0.001],0
35,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.008 0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.008 -0.001],0
36,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],0
37,[0.716 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.001],1
38,[ 0.715  0.517  0.277  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[0.715 0.517 0.277 0.086 0.02  0.01  0.008 0.01  0.008 0.   ],1
39,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.01  0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],0
40,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],0
41,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.01  0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],1
42,[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],1
43,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],[0.716 0.517 0.275 0.086 0.02  0.01  0.009 0.008 0.008 0.001],0
44,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.008 -0.   ],[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.002],0
45,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],0
46,[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.007 0.01  0.001],[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.012 0.007 0.   ],0
47,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.01  0.001],1
48,[0.715 0.517 0.276 0.086 0.02  0.01  0.009 0.008 0.007 0.001],[0.716 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.007 0.   ],0
49,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.007 0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.008 0.01  0.001],1
50,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.007 -0.001],[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],0
51,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.002],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.01  0.001],1
52,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.008 0.01  0.001],[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],0
53,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.011 0.   ],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],0
54,[ 0.719  0.517  0.276  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],1
55,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],1
56,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.008 -0.001],[ 0.715  0.517  0.275  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],1
57,[0.715 0.517 0.277 0.086 0.02  0.01  0.008 0.01  0.008 0.   ],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.008 0.001],0
58,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.001],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],1
59,[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],[0.722 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.01  0.002],0
60,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.008 -0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],1
61,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.007  0.008 -0.   ],[0.715 0.517 0.276 0.086 0.02  0.01  0.009 0.008 0.007 0.001],1
62,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],[ 0.716  0.516  0.276  0.085  0.02   0.011  0.009  0.01   0.009 -0.   ],1
63,[ 0.715  0.517  0.277  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[0.715 0.517 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],1
64,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.01  0.   ],0
65,[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.007 0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.007 0.01  0.001],1
66,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.008 0.   ],[ 0.715  0.517  0.277  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],0
67,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.009 0.001],1
68,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.006 0.001],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],0
69,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.011 -0.001],0
70,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.01  0.008 0.001],0
71,[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.008 -0.001],[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.01  0.007 0.001],0
72,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.01  0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],0
73,[0.715 0.517 0.277 0.086 0.02  0.01  0.009 0.01  0.01  0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.01  0.001],1
74,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.007 -0.   ],0
75,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.001],[0.716 0.517 0.277 0.086 0.02  0.011 0.008 0.01  0.01  0.001],0
76,[ 0.716  0.516  0.277  0.086  0.02   0.011  0.009  0.01   0.009 -0.   ],[0.716 0.517 0.277 0.085 0.02  0.01  0.009 0.011 0.007 0.001],0
77,[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.002],[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],0
78,[0.717 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.007 0.   ],[0.715 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.01  0.   ],1
79,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.008 -0.   ],[0.716 0.517 0.275 0.086 0.02  0.01  0.009 0.008 0.008 0.001],0
80,[0.716 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],1
81,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.008 0.001],[0.716 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.007 0.   ],0
82,[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.012  0.011 -0.001],1
83,[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],[0.716 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],0
84,[0.715 0.517 0.277 0.085 0.02  0.01  0.009 0.01  0.01  0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.007 0.001],1
85,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.007 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.007 0.   ],1
86,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.013  0.007 -0.003],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],0
87,[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.01   0.007 -0.   ],0
88,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.012 0.007 0.   ],[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],0
89,[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.002],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.001],1
90,[0.716 0.517 0.277 0.086 0.02  0.01  0.009 0.007 0.007 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.008 -0.001],1
91,[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.007  0.008 -0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.008  0.013  0.007 -0.003],1
92,[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.008 -0.   ],0
93,[0.715 0.517 0.276 0.085 0.02  0.012 0.008 0.011 0.01  0.   ],[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],0
94,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],0
95,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.01  -0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.008 0.001],1
96,[0.716 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[0.716 0.517 0.277 0.085 0.02  0.01  0.008 0.007 0.007 0.001],1
97,[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],0
98,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.007 -0.   ],[0.716 0.516 0.277 0.086 0.02  0.011 0.009 0.01  0.012 0.001],1
99,[ 0.716  0.516  0.276  0.085  0.02   0.01   0.009  0.007  0.01  -0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.   ],0
100,[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[0.715 0.517 0.277 0.086 0.02  0.01  0.009 0.01  0.01  0.001],0
101,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.01   0.007 -0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.002],1
102,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],0
103,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.01  0.001],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],1
104,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.007 -0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.007  0.008 -0.   ],0
105,[0.716 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.007 0.   ],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],1
106,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.007 -0.   ],[0.716 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],0
107,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.008 0.   ],1
108,[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.008 -0.001],[ 0.716  0.516  0.277  0.086  0.02   0.011  0.009  0.01   0.009 -0.   ],0
109,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.008 -0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.013  0.007 -0.003],1
110,[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],0
111,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.009 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.007 0.01  0.001],1
112,[ 0.716  0.516  0.276  0.085  0.02   0.01   0.009  0.007  0.01  -0.   ],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],0
113,[0.715 0.517 0.277 0.086 0.02  0.01  0.008 0.01  0.008 0.   ],[0.716 0.517 0.277 0.085 0.02  0.01  0.009 0.011 0.007 0.001],0
114,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.008 0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.01  0.008 0.001],0
115,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],[0.716 0.517 0.275 0.086 0.02  0.01  0.009 0.008 0.008 0.001],0
116,[0.715 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.01  0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.007 -0.   ],0
117,[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.002],[0.715 0.517 0.276 0.085 0.02  0.012 0.008 0.011 0.01  0.   ],1
118,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.01  0.007 0.001],1
119,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.01  0.001],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.01  0.001],1
120,[ 0.715  0.517  0.275  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[0.715 0.517 0.277 0.085 0.02  0.01  0.009 0.01  0.01  0.001],0
121,[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.002],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.011 0.   ],1
122,[0.715 0.517 0.276 0.086 0.02  0.01  0.009 0.008 0.007 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],0
123,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.012 0.007 0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],0
124,[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.007 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.012  0.011 -0.001],1
125,[0.716 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.007  0.008 -0.   ],1
126,[ 0.715  0.517  0.277  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.01  0.   ],1
127,[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[ 0.715  0.517  0.277  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],1
128,[0.716 0.516 0.277 0.086 0.02  0.011 0.009 0.01  0.012 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.007 0.   ],1
129,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.   ],[0.716 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],0
130,[0.716 0.517 0.277 0.086 0.02  0.011 0.008 0.01  0.01  0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.007 0.001],1
131,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.008 -0.001],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],0
132,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],[0.716 0.517 0.277 0.086 0.02  0.01  0.009 0.007 0.007 0.001],1
133,[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.008 0.01  0.001],1
134,[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],[0.717 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.007 0.   ],0
135,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.   ],0
136,[0.715 0.517 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.006 0.001],0
137,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.001],[ 0.716  0.516  0.276  0.085  0.02   0.011  0.009  0.01   0.009 -0.   ],0
138,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.008 -0.001],1
139,[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.007 0.   ],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],0
140,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.008 -0.   ],[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],0
141,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],[0.722 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.01  0.002],0
142,[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.01  -0.001],0
143,[ 0.719  0.517  0.276  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.001],1
144,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],[0.716 0.517 0.277 0.085 0.02  0.01  0.008 0.007 0.007 0.001],1
145,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],0
146,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.008 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.008 -0.   ],1
147,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.011 -0.001],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.008  0.013  0.007 -0.003],1
148,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],0
149,[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],1
150,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.008 -0.   ],[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],1
151,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.012 0.007 0.   ],1
152,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.009 0.001],[0.715 0.517 0.277 0.086 0.02  0.01  0.008 0.01  0.008 0.   ],0
153,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.012  0.011 -0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.008 -0.001],0
154,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.008  0.013  0.007 -0.003],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],0
155,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.   ],0
