,source,target,label
46,[0.715 0.516 0.271 0.086 0.02  0.011 0.009 0.01  0.01  0.001],[0.713 0.516 0.274 0.086 0.02  0.01  0.008 0.012 0.007 0.001],1
47,[ 0.715  0.515  0.274  0.086  0.02   0.01   0.008  0.009  0.007 -0.001],[0.715 0.517 0.274 0.086 0.02  0.011 0.008 0.012 0.007 0.   ],0
48,[0.715 0.515 0.271 0.086 0.02  0.01  0.009 0.012 0.01  0.002],[0.715 0.517 0.274 0.086 0.02  0.011 0.008 0.012 0.01  0.   ],0
49,[0.714 0.514 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],[0.715 0.515 0.277 0.085 0.02  0.01  0.008 0.009 0.01  0.005],0
50,[0.715 0.516 0.271 0.084 0.02  0.01  0.008 0.01  0.007 0.   ],[0.715 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],0
51,[ 0.713  0.517  0.274  0.085  0.02   0.011  0.009  0.012  0.007 -0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],1
52,[0.714 0.515 0.273 0.086 0.02  0.011 0.008 0.01  0.009 0.001],[0.715 0.517 0.273 0.086 0.02  0.011 0.008 0.012 0.007 0.   ],0
53,[ 0.715  0.517  0.273  0.085  0.02   0.01   0.008  0.012  0.008 -0.   ],[ 0.715  0.516  0.271  0.086  0.02   0.011  0.009  0.014  0.01  -0.001],1
54,[ 0.715  0.515  0.274  0.086  0.02   0.01   0.008  0.012  0.008 -0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.009  0.012  0.011 -0.   ],1
55,[0.715 0.516 0.271 0.086 0.02  0.011 0.009 0.014 0.01  0.001],[0.714 0.516 0.275 0.086 0.02  0.01  0.008 0.012 0.008 0.001],0
56,[0.715 0.514 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.003],[0.715 0.516 0.271 0.086 0.02  0.011 0.009 0.01  0.01  0.001],0
57,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.001],[ 0.714  0.516  0.273  0.086  0.02   0.01   0.009  0.007  0.01  -0.002],0
58,[ 0.715  0.517  0.274  0.086  0.02   0.01   0.008  0.012  0.008 -0.   ],[0.715 0.514 0.273 0.086 0.02  0.01  0.009 0.01  0.011 0.001],1
59,[0.715 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.008 0.001],[ 0.714  0.516  0.276  0.085  0.02   0.01   0.009  0.01   0.01  -0.001],0
60,[ 0.715  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.001],[0.713 0.517 0.274 0.085 0.02  0.011 0.008 0.012 0.007 0.   ],1
61,[ 0.714  0.515  0.273  0.086  0.02   0.01   0.008  0.01   0.01  -0.001],[0.714 0.517 0.273 0.086 0.02  0.011 0.008 0.012 0.01  0.001],0
62,[ 0.714  0.515  0.275  0.086  0.02   0.01   0.008  0.012  0.01  -0.002],[0.714 0.516 0.272 0.086 0.02  0.01  0.009 0.007 0.01  0.001],1
63,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.01   0.007 -0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.009  0.01   0.007 -0.001],1
64,[0.713 0.516 0.274 0.086 0.02  0.01  0.008 0.012 0.007 0.001],[ 0.714  0.516  0.276  0.085  0.02   0.01   0.009  0.007  0.01  -0.001],0
65,[0.715 0.517 0.272 0.086 0.02  0.01  0.008 0.012 0.009 0.   ],[0.715 0.514 0.274 0.086 0.02  0.01  0.008 0.01  0.01  0.   ],1
66,[0.715 0.517 0.274 0.086 0.02  0.011 0.008 0.012 0.007 0.   ],[ 0.714  0.516  0.276  0.085  0.02   0.01   0.008  0.008  0.01  -0.001],1
67,[ 0.714  0.516  0.273  0.086  0.02   0.01   0.009  0.007  0.01  -0.001],[ 0.715  0.516  0.272  0.086  0.02   0.011  0.009  0.012  0.01  -0.001],0
68,[0.715 0.517 0.274 0.086 0.02  0.011 0.008 0.012 0.01  0.   ],[ 0.714  0.516  0.272  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],1
69,[ 0.714  0.514  0.274  0.086  0.02   0.01   0.008  0.01   0.01  -0.001],[ 0.715  0.515  0.274  0.086  0.02   0.01   0.008  0.008  0.008 -0.001],0
70,[0.714 0.515 0.272 0.085 0.02  0.01  0.009 0.009 0.01  0.001],[0.714 0.515 0.273 0.086 0.02  0.011 0.008 0.01  0.008 0.001],0
71,[ 0.715  0.515  0.274  0.086  0.02   0.01   0.008  0.009  0.007 -0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.003],0
72,[0.715 0.515 0.274 0.085 0.02  0.01  0.009 0.012 0.008 0.001],[0.715 0.515 0.277 0.085 0.02  0.01  0.009 0.01  0.01  0.005],1
73,[0.714 0.517 0.272 0.086 0.02  0.011 0.008 0.012 0.01  0.   ],[ 0.714  0.517  0.274  0.086  0.02   0.01   0.008  0.012  0.008 -0.   ],0
74,[0.715 0.517 0.273 0.086 0.02  0.011 0.008 0.013 0.01  0.001],[ 0.715  0.514  0.274  0.086  0.02   0.01   0.008  0.008  0.008 -0.001],1
75,[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.007  0.01  -0.001],[0.714 0.516 0.273 0.086 0.02  0.01  0.009 0.007 0.01  0.001],0
76,[ 0.715  0.517  0.274  0.086  0.02   0.011  0.008  0.012  0.007 -0.001],[0.715 0.517 0.272 0.085 0.02  0.01  0.008 0.012 0.011 0.001],1
77,[0.714 0.515 0.273 0.086 0.02  0.01  0.009 0.01  0.007 0.001],[0.714 0.515 0.272 0.085 0.02  0.01  0.009 0.01  0.01  0.001],1
78,[0.716 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.01  0.001],[0.715 0.516 0.274 0.085 0.02  0.01  0.009 0.011 0.01  0.   ],0
79,[ 0.714  0.515  0.274  0.085  0.02   0.01   0.009  0.01   0.007 -0.   ],[0.715 0.515 0.274 0.086 0.02  0.01  0.009 0.012 0.008 0.002],0
80,[0.715 0.515 0.274 0.085 0.02  0.01  0.009 0.01  0.01  0.   ],[0.715 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.01  0.001],1
81,[ 0.715  0.517  0.274  0.086  0.02   0.01   0.008  0.012  0.007 -0.001],[0.715 0.517 0.273 0.085 0.02  0.01  0.008 0.012 0.011 0.001],1
82,[ 0.714  0.515  0.272  0.085  0.02   0.01   0.009  0.01   0.01  -0.001],[ 0.714  0.515  0.274  0.085  0.02   0.01   0.009  0.01   0.009 -0.   ],0
83,[0.714 0.517 0.273 0.086 0.02  0.01  0.008 0.012 0.006 0.   ],[ 0.714  0.515  0.272  0.085  0.02   0.01   0.009  0.012  0.011 -0.   ],1
84,[0.715 0.516 0.271 0.084 0.02  0.01  0.008 0.01  0.01  0.004],[ 0.714  0.516  0.276  0.085  0.02   0.01   0.009  0.008  0.01  -0.001],0
85,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.01   0.012 -0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.008  0.01   0.008 -0.001],1
86,[ 0.715  0.516  0.271  0.085  0.02   0.01   0.009  0.011  0.01  -0.001],[0.715 0.515 0.271 0.086 0.02  0.01  0.009 0.012 0.01  0.002],1
87,[0.715 0.517 0.272 0.086 0.02  0.01  0.008 0.012 0.011 0.   ],[0.715 0.516 0.271 0.084 0.02  0.01  0.008 0.011 0.01  0.004],1
88,[0.714 0.515 0.273 0.086 0.02  0.01  0.008 0.01  0.007 0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.009  0.01   0.012 -0.001],0
89,[0.715 0.516 0.272 0.086 0.02  0.011 0.009 0.01  0.01  0.001],[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.008 -0.001],1
90,[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.011 -0.   ],[0.715 0.516 0.271 0.085 0.02  0.011 0.009 0.014 0.01  0.001],1
91,[0.715 0.515 0.277 0.085 0.02  0.01  0.008 0.009 0.01  0.005],[ 0.715  0.516  0.271  0.085  0.02   0.01   0.009  0.01   0.009 -0.001],1
92,[0.715 0.515 0.271 0.086 0.02  0.01  0.009 0.01  0.01  0.001],[0.714 0.515 0.276 0.086 0.02  0.01  0.009 0.007 0.01  0.005],1
93,[ 0.715  0.517  0.274  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],[0.714 0.516 0.272 0.086 0.02  0.01  0.008 0.007 0.01  0.001],1
94,[0.714 0.514 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],[0.715 0.516 0.271 0.086 0.02  0.01  0.008 0.01  0.01  0.004],1
95,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.   ],[ 0.714  0.516  0.273  0.086  0.02   0.01   0.008  0.007  0.008 -0.002],1
96,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.009 0.01  0.005],[0.715 0.515 0.273 0.086 0.02  0.011 0.008 0.012 0.01  0.001],1
97,[0.715 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.009 0.001],[0.714 0.515 0.275 0.086 0.02  0.01  0.008 0.012 0.007 0.001],0
98,[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.01  -0.001],[0.714 0.515 0.274 0.086 0.02  0.01  0.009 0.012 0.008 0.002],0
99,[0.714 0.515 0.272 0.086 0.02  0.01  0.009 0.012 0.011 0.001],[0.714 0.515 0.272 0.086 0.02  0.01  0.009 0.009 0.01  0.001],0
100,[0.715 0.516 0.271 0.086 0.02  0.011 0.009 0.01  0.01  0.001],[0.715 0.517 0.272 0.085 0.02  0.01  0.008 0.012 0.011 0.001],0
101,[ 0.714  0.515  0.273  0.086  0.02   0.01   0.008  0.01   0.008 -0.001],[ 0.715  0.517  0.273  0.085  0.02   0.01   0.008  0.012  0.008 -0.   ],0
102,[ 0.714  0.516  0.272  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.009 0.01  0.005],0
103,[0.714 0.517 0.273 0.086 0.02  0.01  0.008 0.012 0.006 0.   ],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.009  0.01   0.012 -0.001],1
104,[ 0.714  0.515  0.272  0.085  0.02   0.01   0.009  0.012  0.011 -0.   ],[ 0.714  0.515  0.274  0.085  0.02   0.01   0.009  0.01   0.007 -0.   ],0
105,[0.714 0.516 0.273 0.086 0.02  0.01  0.009 0.007 0.01  0.001],[0.715 0.516 0.271 0.086 0.02  0.01  0.008 0.01  0.01  0.004],1
106,[ 0.715  0.517  0.274  0.086  0.02   0.01   0.008  0.012  0.007 -0.001],[ 0.714  0.516  0.276  0.085  0.02   0.01   0.008  0.008  0.01  -0.001],1
107,[ 0.715  0.516  0.271  0.085  0.02   0.01   0.009  0.01   0.009 -0.001],[0.715 0.514 0.273 0.086 0.02  0.01  0.009 0.01  0.011 0.001],1
108,[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.008 -0.001],[ 0.715  0.517  0.274  0.086  0.02   0.01   0.008  0.012  0.008 -0.   ],0
109,[ 0.713  0.517  0.274  0.085  0.02   0.011  0.009  0.012  0.007 -0.001],[0.715 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.008 0.001],0
110,[0.715 0.515 0.277 0.085 0.02  0.01  0.008 0.009 0.01  0.005],[0.715 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.01  0.001],1
111,[0.714 0.515 0.276 0.086 0.02  0.01  0.009 0.007 0.01  0.005],[0.714 0.515 0.272 0.086 0.02  0.01  0.009 0.012 0.011 0.001],1
112,[0.715 0.515 0.277 0.085 0.02  0.01  0.009 0.01  0.01  0.005],[0.714 0.517 0.272 0.086 0.02  0.011 0.008 0.012 0.01  0.   ],1
113,[0.716 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.01  0.001],[ 0.715  0.515  0.274  0.086  0.02   0.01   0.008  0.012  0.008 -0.001],1
114,[0.714 0.516 0.272 0.086 0.02  0.01  0.009 0.007 0.01  0.001],[ 0.715  0.514  0.274  0.086  0.02   0.01   0.008  0.008  0.008 -0.001],0
115,[0.714 0.515 0.275 0.086 0.02  0.01  0.008 0.012 0.007 0.001],[0.715 0.515 0.274 0.086 0.02  0.01  0.009 0.012 0.008 0.002],0
116,[0.715 0.515 0.274 0.085 0.02  0.01  0.009 0.012 0.008 0.001],[0.714 0.515 0.273 0.086 0.02  0.01  0.008 0.01  0.007 0.001],1
117,[ 0.714  0.515  0.272  0.085  0.02   0.01   0.009  0.01   0.01  -0.001],[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.001],0
118,[ 0.714  0.516  0.273  0.086  0.02   0.01   0.009  0.007  0.01  -0.002],[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.01  -0.001],1
119,[0.715 0.514 0.274 0.086 0.02  0.01  0.008 0.01  0.01  0.   ],[0.714 0.515 0.272 0.085 0.02  0.01  0.009 0.009 0.01  0.001],1
120,[ 0.714  0.516  0.276  0.085  0.02   0.01   0.009  0.01   0.01  -0.001],[ 0.715  0.516  0.272  0.086  0.02   0.011  0.009  0.012  0.01  -0.001],1
121,[0.715 0.515 0.271 0.086 0.02  0.01  0.009 0.012 0.01  0.002],[0.714 0.516 0.272 0.086 0.02  0.01  0.008 0.007 0.01  0.001],0
122,[0.715 0.515 0.274 0.085 0.02  0.01  0.009 0.01  0.01  0.   ],[ 0.715  0.516  0.271  0.086  0.02   0.011  0.009  0.014  0.01  -0.001],1
123,[0.714 0.515 0.272 0.085 0.02  0.01  0.009 0.01  0.01  0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],1
124,[0.715 0.517 0.273 0.086 0.02  0.011 0.008 0.013 0.01  0.001],[ 0.714  0.516  0.276  0.085  0.02   0.01   0.009  0.008  0.01  -0.001],1
125,[ 0.714  0.515  0.273  0.086  0.02   0.01   0.009  0.012  0.011 -0.   ],[0.714 0.517 0.273 0.086 0.02  0.011 0.008 0.012 0.01  0.001],0
126,[0.713 0.516 0.274 0.086 0.02  0.01  0.008 0.012 0.007 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.003],0
127,[0.715 0.516 0.271 0.084 0.02  0.01  0.008 0.011 0.01  0.004],[ 0.714  0.515  0.275  0.086  0.02   0.01   0.008  0.012  0.01  -0.002],0
128,[0.714 0.516 0.275 0.086 0.02  0.01  0.008 0.012 0.008 0.001],[0.715 0.517 0.272 0.086 0.02  0.01  0.008 0.012 0.011 0.   ],1
129,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.01   0.007 -0.001],[ 0.714  0.515  0.274  0.085  0.02   0.01   0.009  0.01   0.009 -0.   ],0
130,[0.715 0.517 0.274 0.086 0.02  0.011 0.008 0.012 0.01  0.   ],[0.714 0.515 0.274 0.086 0.02  0.01  0.009 0.012 0.008 0.002],1
131,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.01   0.012 -0.001],[ 0.715  0.516  0.271  0.085  0.02   0.01   0.009  0.011  0.01  -0.001],1
132,[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.007  0.01  -0.001],[0.714 0.515 0.273 0.086 0.02  0.011 0.008 0.01  0.009 0.001],0
133,[0.715 0.517 0.272 0.086 0.02  0.01  0.008 0.012 0.009 0.   ],[0.715 0.516 0.274 0.085 0.02  0.01  0.009 0.011 0.01  0.   ],0
134,[0.715 0.516 0.271 0.084 0.02  0.01  0.008 0.01  0.007 0.   ],[ 0.714  0.514  0.274  0.086  0.02   0.01   0.008  0.01   0.01  -0.001],1
135,[0.715 0.515 0.271 0.086 0.02  0.01  0.009 0.01  0.01  0.001],[0.715 0.516 0.271 0.085 0.02  0.011 0.009 0.014 0.01  0.001],1
136,[0.715 0.515 0.273 0.086 0.02  0.011 0.008 0.012 0.01  0.001],[ 0.714  0.516  0.276  0.085  0.02   0.01   0.009  0.007  0.01  -0.001],0
137,[0.714 0.514 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],[ 0.715  0.517  0.274  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],0
138,[0.715 0.514 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.003],[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.011 -0.   ],1
139,[0.715 0.516 0.271 0.084 0.02  0.01  0.008 0.01  0.01  0.004],[0.715 0.516 0.271 0.086 0.02  0.011 0.009 0.014 0.01  0.001],0
140,[ 0.714  0.515  0.273  0.086  0.02   0.01   0.008  0.01   0.01  -0.001],[0.715 0.517 0.273 0.085 0.02  0.01  0.008 0.012 0.011 0.001],0
141,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.   ],[ 0.714  0.516  0.273  0.086  0.02   0.01   0.008  0.007  0.008 -0.002],1
142,[0.714 0.515 0.272 0.086 0.02  0.01  0.009 0.009 0.01  0.001],[ 0.715  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.001],0
143,[ 0.714  0.517  0.274  0.086  0.02   0.01   0.008  0.012  0.008 -0.   ],[ 0.715  0.515  0.274  0.086  0.02   0.01   0.008  0.009  0.007 -0.001],1
144,[0.715 0.517 0.273 0.086 0.02  0.011 0.008 0.012 0.007 0.   ],[ 0.714  0.516  0.273  0.086  0.02   0.01   0.009  0.007  0.01  -0.001],1
145,[ 0.715  0.515  0.274  0.086  0.02   0.01   0.008  0.008  0.008 -0.001],[0.714 0.515 0.273 0.086 0.02  0.011 0.008 0.01  0.008 0.001],1
146,[0.714 0.515 0.273 0.086 0.02  0.01  0.009 0.01  0.007 0.001],[0.715 0.517 0.274 0.086 0.02  0.011 0.008 0.012 0.007 0.   ],0
147,[0.715 0.516 0.272 0.086 0.02  0.011 0.009 0.01  0.01  0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.009  0.01   0.007 -0.001],1
148,[0.715 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.01  0.   ],[0.713 0.517 0.274 0.085 0.02  0.011 0.008 0.012 0.007 0.   ],1
149,[ 0.715  0.517  0.274  0.086  0.02   0.011  0.008  0.012  0.007 -0.001],[0.715 0.516 0.271 0.086 0.02  0.01  0.009 0.01  0.009 0.001],1
150,[ 0.714  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.001],[ 0.715  0.515  0.272  0.086  0.02   0.01   0.008  0.012  0.01  -0.001],0
151,[0.715 0.515 0.273 0.086 0.02  0.011 0.008 0.012 0.01  0.001],[ 0.714  0.517  0.274  0.086  0.02   0.01   0.008  0.012  0.008 -0.   ],0
152,[ 0.715  0.515  0.274  0.086  0.02   0.01   0.009  0.012  0.007 -0.001],[ 0.714  0.515  0.273  0.086  0.02   0.01   0.009  0.01   0.007 -0.001],1
153,[0.715 0.517 0.272 0.086 0.02  0.01  0.008 0.012 0.011 0.   ],[0.715 0.516 0.271 0.084 0.02  0.01  0.008 0.011 0.01  0.004],1
154,[0.714 0.517 0.273 0.086 0.02  0.01  0.008 0.012 0.006 0.   ],[ 0.714  0.516  0.272  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],1
155,[ 0.714  0.516  0.276  0.085  0.02   0.01   0.009  0.007  0.01  -0.001],[0.715 0.515 0.272 0.086 0.02  0.01  0.008 0.012 0.008 0.001],1
