,source,target,label
17,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.01  0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],0
18,[0.715 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.007 0.01  0.001],0
19,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.006 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.009 0.001],0
20,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.013  0.008 -0.   ],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.007 0.   ],1
21,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.008 -0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],1
22,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.007 -0.   ],[0.716 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],0
23,[0.716 0.516 0.277 0.086 0.02  0.011 0.009 0.01  0.012 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.007 0.   ],1
24,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.008 -0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.008  0.013  0.007 -0.003],1
25,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.007 -0.001],1
26,[0.715 0.517 0.275 0.086 0.02  0.011 0.008 0.012 0.01  0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.008 0.01  0.001],0
27,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],[0.715 0.517 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],1
28,[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.007  0.008 -0.   ],1
29,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.008  0.007 -0.   ],0
30,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.011 0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.011 -0.001],0
31,[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],0
32,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.001],0
33,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.007 -0.   ],[0.722 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.01  0.002],0
34,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.01  0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.007 0.001],0
35,[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.012 0.007 0.   ],1
36,[ 0.716  0.516  0.276  0.085  0.02   0.01   0.008  0.007  0.01  -0.   ],[0.716 0.517 0.276 0.085 0.02  0.011 0.009 0.01  0.006 0.004],0
37,[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.007 0.001],[ 0.715  0.517  0.277  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],0
38,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.01  0.007 0.001],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.008 -0.   ],0
39,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.001],1
40,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.008 0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],1
41,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.001],1
42,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.012  0.011 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.008 0.   ],1
43,[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.012 0.008 0.011 0.01  0.   ],1
44,[0.716 0.517 0.277 0.086 0.02  0.01  0.009 0.007 0.007 0.001],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],1
45,[ 0.716  0.516  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],[0.716 0.517 0.277 0.085 0.02  0.01  0.008 0.007 0.007 0.001],0
46,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.007 0.   ],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.008 0.001],0
47,[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.01   0.007 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.01  0.   ],0
48,[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.003],1
49,[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.008 0.001],0
50,[0.715 0.517 0.277 0.086 0.02  0.01  0.008 0.01  0.008 0.   ],[ 0.716  0.516  0.277  0.086  0.02   0.011  0.009  0.01   0.009 -0.   ],0
51,[0.716 0.517 0.277 0.086 0.02  0.01  0.009 0.007 0.007 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.008 0.001],1
52,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.01  0.007 0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.001],0
53,[0.716 0.517 0.277 0.085 0.02  0.01  0.008 0.007 0.007 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],1
54,[0.715 0.517 0.277 0.085 0.02  0.01  0.009 0.01  0.01  0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.008 -0.   ],0
55,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.003],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.008 0.   ],0
56,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.012 0.007 0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],0
57,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.001],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.01   0.007 -0.001],1
58,[0.716 0.516 0.277 0.086 0.02  0.011 0.009 0.01  0.012 0.001],[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],0
59,[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.01  0.001],1
60,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.01   0.007 -0.   ],1
61,[0.715 0.517 0.276 0.085 0.02  0.012 0.008 0.011 0.01  0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.011 0.   ],1
62,[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.01  0.008 0.001],[0.717 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.007 0.   ],0
63,[0.715 0.517 0.275 0.086 0.02  0.011 0.008 0.012 0.01  0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.007  0.008 -0.   ],0
64,[0.715 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],0
65,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.   ],[0.716 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],0
66,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.007 -0.   ],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.01  0.001],1
67,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.008 -0.   ],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.007 -0.001],1
68,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.012  0.011 -0.001],[ 0.715  0.517  0.275  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],1
69,[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.007  0.008 -0.   ],[0.715 0.517 0.276 0.086 0.02  0.011 0.009 0.01  0.006 0.001],1
70,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.013  0.008 -0.   ],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],0
71,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.009  0.007 -0.   ],1
72,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],0
73,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],0
74,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.009 0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.008 0.001],0
75,[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.715 0.517 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],0
76,[ 0.716  0.516  0.276  0.085  0.02   0.01   0.009  0.007  0.01  -0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.013  0.007 -0.003],0
77,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],[ 0.715  0.517  0.277  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],0
78,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.01  -0.001],[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],1
79,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.008 -0.001],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.007  0.008 -0.   ],1
80,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.002],1
81,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.01  0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],1
82,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.008 0.01  0.001],1
83,[0.715 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.01  0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.007 -0.   ],0
84,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.006 0.001],0
85,[0.722 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.01  0.002],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],1
86,[ 0.716  0.516  0.276  0.085  0.02   0.01   0.008  0.007  0.01  -0.   ],[0.716 0.517 0.276 0.085 0.02  0.011 0.009 0.01  0.006 0.004],0
87,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.008  0.007 -0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.008 -0.001],0
88,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.011 -0.001],0
89,[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],[0.715 0.516 0.277 0.086 0.02  0.011 0.009 0.01  0.012 0.001],1
90,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.008 0.   ],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.007 0.01  0.001],0
91,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.01  0.   ],[ 0.716  0.516  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],1
92,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],1
93,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.007 0.001],[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],0
94,[0.716 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.001],1
95,[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],1
96,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.008  0.013  0.007 -0.003],[ 0.715  0.517  0.277  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],0
97,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.007 0.   ],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.007 0.   ],0
98,[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.007 0.   ],1
99,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.008 0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.007 0.001],1
100,[0.716 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.008 0.   ],1
101,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.008  0.013  0.007 -0.003],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.007  0.008 -0.   ],0
102,[ 0.715  0.517  0.277  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.007 0.01  0.001],1
103,[0.715 0.517 0.276 0.086 0.02  0.011 0.009 0.01  0.006 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.   ],0
104,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.008 -0.   ],0
105,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.008 0.   ],1
106,[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.01   0.007 -0.001],[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.007  0.008 -0.   ],0
107,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.007 0.   ],[0.715 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],1
108,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.012  0.008 -0.   ],[ 0.716  0.516  0.276  0.085  0.02   0.01   0.009  0.007  0.01  -0.   ],1
109,[0.715 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.01  0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],0
110,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.012 0.01  0.001],1
111,[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[ 0.715  0.517  0.276  0.085  0.02   0.011  0.008  0.01   0.01  -0.   ],0
112,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.003],[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.009  0.007 -0.   ],1
113,[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.008 0.008 0.001],[0.715 0.517 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],1
114,[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.008  0.007 -0.   ],[ 0.719  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],0
115,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.008 -0.001],[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.002],0
116,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.01  0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.01  0.008 0.001],0
117,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.008 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.01  0.   ],0
118,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.01  0.001],[ 0.716  0.516  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],1
119,[0.715 0.516 0.277 0.086 0.02  0.011 0.009 0.01  0.012 0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],0
120,[ 0.715  0.517  0.277  0.085  0.02   0.011  0.008  0.011  0.008 -0.001],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.   ],0
121,[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.01  0.007 0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.008 0.001],0
122,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.007 -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.011 0.   ],0
123,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.007 0.01  0.001],1
124,[0.717 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.007 0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.007 -0.   ],1
125,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.007 -0.   ],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.007 -0.001],1
126,[ 0.715  0.517  0.277  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[0.715 0.517 0.275 0.086 0.02  0.011 0.008 0.012 0.01  0.001],1
127,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.012 0.007 0.   ],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.008 0.001],0
128,[ 0.716  0.517  0.276  0.085  0.02   0.01   0.009  0.012  0.01  -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.009 0.001],1
129,[0.715 0.517 0.277 0.085 0.02  0.01  0.009 0.01  0.01  0.001],[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.013  0.008 -0.   ],1
130,[0.716 0.517 0.277 0.085 0.02  0.01  0.008 0.007 0.007 0.001],[0.715 0.517 0.277 0.086 0.02  0.01  0.008 0.01  0.008 0.   ],0
131,[ 0.716  0.516  0.277  0.086  0.02   0.011  0.009  0.01   0.009 -0.   ],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.006 0.001],1
132,[0.716 0.517 0.277 0.086 0.02  0.01  0.009 0.007 0.007 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.01  -0.001],0
133,[0.716 0.517 0.276 0.085 0.02  0.011 0.009 0.01  0.006 0.004],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.012 0.007 0.001],0
134,[ 0.716  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.008 0.01  0.001],1
135,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.01   0.007 -0.001],[0.715 0.517 0.277 0.085 0.02  0.01  0.008 0.012 0.007 0.   ],1
136,[ 0.715  0.517  0.276  0.086  0.02   0.01   0.008  0.012  0.011 -0.001],[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.008 0.001],0
137,[0.716 0.517 0.276 0.086 0.02  0.011 0.009 0.007 0.007 0.001],[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.01  0.001],1
138,[0.722 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.01  0.002],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.007  0.008 -0.   ],1
139,[0.716 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.012 0.01  0.001],1
140,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.01  0.008 0.001],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.012  0.011 -0.001],0
141,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.01   0.007 -0.   ],[ 0.715  0.517  0.276  0.086  0.02   0.011  0.008  0.01   0.008 -0.   ],1
142,[0.716 0.517 0.277 0.086 0.02  0.011 0.008 0.007 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.007 0.   ],1
143,[0.715 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],0
144,[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],[0.715 0.517 0.276 0.085 0.02  0.012 0.008 0.011 0.01  0.   ],1
145,[ 0.716  0.517  0.276  0.085  0.02   0.011  0.009  0.012  0.007 -0.   ],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.   ],1
146,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.008 0.001],[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.01   0.01  -0.001],0
147,[ 0.716  0.516  0.276  0.085  0.02   0.01   0.008  0.007  0.01  -0.   ],[ 0.716  0.517  0.276  0.085  0.02   0.01   0.008  0.013  0.007 -0.003],0
148,[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.007 0.001],[ 0.715  0.517  0.275  0.086  0.02   0.011  0.008  0.01   0.01  -0.001],1
149,[0.716 0.517 0.276 0.086 0.02  0.01  0.008 0.007 0.008 0.001],[0.716 0.516 0.277 0.086 0.02  0.011 0.009 0.01  0.012 0.001],1
150,[ 0.715  0.517  0.277  0.085  0.02   0.01   0.008  0.011  0.011 -0.001],[0.715 0.517 0.275 0.086 0.02  0.01  0.008 0.01  0.01  0.001],1
151,[0.715 0.517 0.276 0.085 0.02  0.01  0.009 0.007 0.01  0.001],[0.716 0.517 0.277 0.085 0.02  0.01  0.008 0.007 0.007 0.001],0
152,[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.011 0.008 0.   ],[0.715 0.517 0.277 0.086 0.02  0.011 0.009 0.01  0.007 0.001],0
153,[ 0.715  0.517  0.276  0.085  0.02   0.01   0.008  0.01   0.007 -0.001],[0.716 0.517 0.277 0.086 0.02  0.011 0.009 0.007 0.008 0.001],0
154,[0.715 0.517 0.276 0.086 0.02  0.011 0.008 0.01  0.007 0.001],[0.715 0.517 0.276 0.085 0.02  0.01  0.008 0.01  0.007 0.   ],1
155,[0.722 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.01  0.002],[0.716 0.517 0.276 0.085 0.02  0.011 0.008 0.012 0.008 0.001],1
