,source,target,label
20,[ 0.723  0.553  0.314  0.088 -0.02  -0.019  0.014 -0.02   0.025  0.019],[ 0.723  0.553  0.314  0.088 -0.02   0.009 -0.011 -0.02   0.025  0.016],0
21,[ 0.715  0.503  0.253  0.088 -0.02  -0.018  0.012 -0.02   0.015 -0.003],[ 0.717  0.503  0.271  0.093 -0.004  0.012  0.039 -0.016  0.043  0.019],1
22,[ 0.716  0.515  0.302  0.088 -0.002 -0.025  0.016 -0.02   0.011  0.016],[ 0.716  0.507  0.271  0.088 -0.003 -0.026  0.012 -0.022  0.     0.016],0
23,[ 0.717  0.503  0.272  0.094 -0.006  0.013  0.031 -0.015  0.042  0.019],[ 0.715  0.503  0.267  0.089 -0.021  0.013  0.011 -0.029  0.017  0.012],1
24,[ 0.716  0.513  0.302  0.086 -0.002 -0.026  0.031 -0.02   0.01   0.012],[ 0.717  0.501  0.272  0.094 -0.006 -0.027  0.031 -0.012  0.026  0.019],1
25,[ 0.716  0.503  0.267  0.088 -0.002 -0.025  0.011 -0.019  0.011  0.016],[ 0.722  0.553  0.314  0.088 -0.024 -0.019  0.012 -0.02   0.025  0.019],1
26,[ 0.715  0.557  0.313  0.088 -0.02   0.013  0.038 -0.016  0.018  0.019],[ 0.723  0.553  0.314  0.088 -0.02  -0.018  0.012 -0.02   0.025  0.019],0
27,[ 0.717  0.503  0.272  0.094 -0.006  0.013  0.031 -0.025 -0.008  0.019],[ 0.717  0.503  0.271  0.093 -0.004  0.012  0.031 -0.016  0.043  0.019],0
28,[ 0.717  0.511  0.272  0.094 -0.02   0.013  0.035 -0.015  0.042 -0.014],[ 0.715  0.503  0.26   0.088 -0.02   0.032  0.034 -0.02   0.018  0.019],1
29,[ 0.717  0.505  0.27   0.094 -0.004  0.012  0.033 -0.017  0.001  0.016],[ 0.717  0.511  0.272  0.094 -0.006  0.013  0.031 -0.015  0.042  0.019],1
30,[ 0.717  0.506  0.29   0.089 -0.004 -0.01   0.011 -0.022  0.043  0.019],[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.016],0
31,[ 0.713  0.499  0.254  0.088 -0.02   0.012  0.034 -0.02   0.018  0.007],[ 0.724  0.553  0.314  0.088 -0.034  0.03   0.012 -0.02   0.025  0.019],1
32,[ 0.722  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.016],[ 0.717  0.505  0.27   0.094 -0.004  0.012  0.033 -0.017  0.034  0.019],0
33,[ 0.715  0.503  0.271  0.093 -0.02   0.012  0.031 -0.016  0.034  0.019],[ 0.714  0.503  0.265  0.088 -0.003 -0.026  0.011 -0.025  0.02   0.014],0
34,[ 0.723  0.553  0.314  0.085 -0.02  -0.017  0.011 -0.022  0.025  0.016],[ 0.71   0.501  0.267  0.089  0.026  0.013  0.01  -0.015  0.023  0.008],0
35,[ 0.714  0.505  0.266  0.094 -0.004 -0.027  0.032 -0.024  0.021  0.014],[ 0.716  0.513  0.302  0.088 -0.002 -0.026  0.011 -0.02   0.011  0.016],0
36,[ 0.717  0.503  0.266  0.094 -0.004 -0.032  0.032 -0.016  0.012  0.019],[ 0.716  0.515  0.286  0.088 -0.02  -0.025  0.014 -0.02   0.012  0.016],0
37,[ 0.711  0.501  0.27   0.094 -0.004  0.013  0.031 -0.017  0.042  0.009],[ 0.715  0.511  0.272  0.094 -0.004  0.013  0.013 -0.028  0.042  0.012],0
38,[ 0.723  0.553  0.314  0.088 -0.024 -0.019  0.012 -0.02   0.025  0.019],[ 0.715  0.553  0.314  0.089 -0.02   0.011  0.038 -0.016  0.025  0.021],1
39,[ 0.717  0.511  0.291  0.092 -0.021  0.013  0.036 -0.027  0.014  0.017],[ 0.715  0.503  0.248  0.09  -0.018  0.015  0.015 -0.019  0.01   0.019],0
40,[ 0.716  0.515  0.286  0.088 -0.021  0.026  0.012 -0.02   0.024  0.016],[ 0.715  0.503  0.248  0.09  -0.018  0.015  0.015 -0.02   0.01   0.019],1
41,[ 0.716  0.502  0.27   0.088 -0.004  0.012  0.011 -0.017  0.034  0.019],[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.015],1
42,[ 0.715  0.503  0.27   0.09  -0.005  0.013 -0.003 -0.019  0.01   0.019],[ 0.717  0.518  0.266  0.094 -0.002  0.006  0.032 -0.024  0.023  0.017],1
43,[ 0.714  0.507  0.266  0.094 -0.002 -0.013  0.019 -0.024  0.014  0.017],[ 0.715  0.505  0.27   0.094 -0.018  0.012  0.015 -0.021  0.034  0.019],1
44,[ 0.716  0.502  0.27   0.088 -0.004  0.012  0.012 -0.017  0.034  0.019],[ 0.717  0.511  0.29   0.093 -0.006  0.013  0.014 -0.022  0.043  0.019],1
45,[ 0.716  0.502  0.27   0.089 -0.002  0.012  0.012 -0.016  0.034  0.019],[ 0.717  0.503  0.272  0.094 -0.004  0.013  0.034 -0.015  0.042  0.019],1
46,[ 0.717  0.502  0.27   0.088 -0.004  0.009  0.012 -0.017  0.034  0.019],[ 0.715  0.512  0.266  0.094 -0.002 -0.026  0.032 -0.024  0.02   0.014],1
47,[ 0.716  0.507  0.29   0.088 -0.002 -0.024  0.011 -0.022  0.     0.016],[ 0.715  0.51   0.266  0.09  -0.002 -0.025  0.031 -0.024  0.007  0.014],1
48,[ 0.717  0.503  0.29   0.089 -0.017  0.016  0.039 -0.016  0.016  0.019],[ 0.714  0.503  0.268  0.094 -0.007 -0.021  0.015 -0.023  0.02   0.014],0
49,[ 0.715  0.503  0.267  0.088 -0.021  0.013  0.011 -0.025  0.024  0.012],[ 0.714  0.507  0.264  0.088 -0.002 -0.026  0.011 -0.026  0.02   0.014],1
50,[ 0.716  0.515  0.286  0.088 -0.021  0.026  0.012 -0.02   0.024  0.016],[ 0.716  0.555  0.287  0.085 -0.02   0.034  0.011 -0.005  0.025 -0.007],1
51,[ 0.717  0.503  0.272  0.094 -0.004  0.013  0.034 -0.015  0.042  0.019],[ 0.716  0.507  0.29   0.088 -0.002 -0.024  0.011 -0.022  0.     0.016],0
52,[ 0.714  0.503  0.266  0.094 -0.002 -0.011  0.032 -0.024  0.014  0.017],[ 0.714  0.507  0.264  0.088 -0.002 -0.026  0.011 -0.026  0.02   0.014],1
53,[ 0.712  0.502  0.271  0.089 -0.02   0.012  0.015 -0.02   0.043  0.016],[ 0.715  0.503  0.273  0.094 -0.006  0.014  0.015 -0.024  0.042  0.016],0
54,[ 0.716  0.515  0.302  0.088 -0.002 -0.025  0.016 -0.02   0.011  0.016],[ 0.717  0.503  0.272  0.094 -0.004  0.013  0.034 -0.02   0.042  0.019],1
55,[ 0.713  0.503  0.29   0.089 -0.017  0.017  0.039 -0.016  0.016  0.019],[ 0.716  0.503  0.267  0.088 -0.002 -0.025  0.011 -0.019  0.011  0.016],0
56,[ 0.723  0.511  0.289  0.094 -0.006  0.017  0.031 -0.015  0.042  0.024],[ 0.715  0.505  0.27   0.094 -0.018  0.012  0.015 -0.021  0.034  0.019],1
57,[ 0.715  0.503  0.267  0.089 -0.021  0.013  0.011 -0.029  0.017  0.012],[ 0.717  0.503  0.271  0.093 -0.004  0.012  0.039 -0.016  0.043  0.019],1
58,[ 0.717  0.502  0.27   0.088 -0.004  0.009  0.012 -0.017  0.034  0.019],[ 0.716  0.508  0.267  0.088 -0.002 -0.025  0.011 -0.02   0.012  0.017],1
59,[ 0.717  0.503  0.266  0.094 -0.004 -0.032  0.032 -0.016  0.012  0.019],[ 0.717  0.503  0.271  0.093 -0.004  0.012  0.031 -0.016  0.043  0.019],0
60,[ 0.715  0.503  0.253  0.088 -0.02   0.032  0.017 -0.02   0.015 -0.002],[ 0.716  0.502  0.27   0.088 -0.018  0.01   0.011 -0.019  0.034  0.019],0
61,[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.015],[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.019],1
62,[ 0.715  0.512  0.266  0.094 -0.002 -0.025  0.032 -0.024  0.007  0.014],[ 0.716  0.515  0.302  0.089 -0.002  0.033  0.016 -0.009  0.024  0.016],0
63,[ 0.717  0.503  0.272  0.094 -0.004  0.013  0.034 -0.016  0.042  0.019],[ 0.717  0.518  0.266  0.094 -0.002  0.006  0.032 -0.024  0.023  0.017],0
64,[ 0.715  0.511  0.272  0.094 -0.004  0.013  0.013 -0.028  0.042  0.012],[ 0.722  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.016],1
65,[ 0.723  0.553  0.313  0.088 -0.034  0.022  0.011 -0.027 -0.01  -0.003],[ 0.714  0.553  0.314  0.088 -0.02  -0.017  0.01  -0.02   0.025  0.016],0
66,[ 0.717  0.502  0.269  0.09  -0.023  0.016  0.031 -0.022  0.001 -0.004],[ 0.724  0.553  0.314  0.088 -0.034  0.03   0.012 -0.02   0.025  0.019],1
67,[ 0.716  0.515  0.286  0.088 -0.02  -0.025  0.014 -0.02   0.012  0.016],[ 0.723  0.553  0.314  0.088 -0.02  -0.018  0.012 -0.02   0.033  0.016],0
68,[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.016],[ 0.714  0.503  0.268  0.094 -0.007 -0.021  0.015 -0.023  0.02   0.014],1
69,[ 0.717  0.511  0.29   0.093 -0.006  0.013  0.014 -0.022  0.043  0.019],[ 0.715  0.518  0.266  0.088 -0.002 -0.035  0.032 -0.024  0.007  0.015],1
70,[ 0.723  0.559  0.314  0.095 -0.02  -0.017  0.012 -0.02   0.019  0.014],[ 0.723  0.553  0.314  0.088 -0.02  -0.019  0.014 -0.02   0.025  0.019],1
71,[ 0.717  0.504  0.267  0.087 -0.005  0.017  0.031 -0.015  0.042  0.024],[ 0.714  0.503  0.265  0.088 -0.003 -0.026  0.011 -0.025  0.02   0.014],1
72,[ 0.716  0.513  0.302  0.088 -0.002 -0.026  0.011 -0.02   0.011  0.016],[ 0.715  0.51   0.266  0.09  -0.002 -0.025  0.031 -0.024  0.007  0.014],1
73,[ 0.714  0.504  0.268  0.094 -0.002 -0.026  0.032 -0.024  0.02   0.014],[ 0.715  0.503  0.253  0.088 -0.02  -0.018  0.012 -0.02   0.015 -0.003],0
74,[ 0.713  0.503  0.248  0.09  -0.018  0.016  0.013 -0.019  0.004 -0.003],[ 0.717  0.503  0.29   0.089 -0.017  0.016  0.039 -0.016  0.016  0.019],1
75,[ 0.717  0.511  0.272  0.094 -0.02   0.013  0.035 -0.015  0.042 -0.014],[ 0.714  0.505  0.266  0.094 -0.004 -0.027  0.032 -0.024  0.021  0.014],1
76,[ 0.715  0.503  0.271  0.093 -0.018  0.012  0.015 -0.019  0.043  0.019],[ 0.715  0.553  0.314  0.089 -0.02   0.011  0.038 -0.016  0.025  0.021],1
77,[ 0.717  0.505  0.274  0.094 -0.004  0.013  0.034 -0.017  0.035  0.019],[ 0.715  0.503  0.248  0.09  -0.018  0.015  0.015 -0.019  0.01   0.019],1
78,[ 0.717  0.501  0.272  0.094 -0.006 -0.027  0.031 -0.012  0.026  0.019],[ 0.717  0.511  0.291  0.092 -0.021  0.013  0.036 -0.027  0.014  0.017],1
79,[ 0.713  0.499  0.254  0.088 -0.02   0.012  0.034 -0.02   0.018  0.007],[ 0.715  0.503  0.251  0.088 -0.027  0.01   0.015 -0.024  0.013 -0.002],1
80,[ 0.723  0.553  0.314  0.088 -0.02  -0.018  0.012 -0.02   0.025  0.019],[ 0.717  0.511  0.272  0.094 -0.006  0.013  0.031 -0.015  0.042  0.019],0
81,[ 0.715  0.503  0.267  0.088 -0.021  0.013  0.011 -0.025  0.024  0.012],[ 0.715  0.557  0.313  0.088 -0.02   0.013  0.038 -0.016  0.018  0.019],1
82,[ 0.717  0.501  0.291  0.092 -0.004 -0.015  0.016 -0.016  0.025  0.019],[ 0.714  0.507  0.266  0.094 -0.002 -0.013  0.019 -0.024  0.014  0.017],0
83,[ 0.717  0.505  0.27   0.094 -0.004  0.012  0.033 -0.017  0.001  0.016],[ 0.713  0.553  0.291  0.092 -0.011  0.024  0.013 -0.027  0.003 -0.004],1
84,[ 0.714  0.504  0.268  0.094 -0.002 -0.022  0.032 -0.023  0.02   0.014],[ 0.71   0.501  0.267  0.089  0.026  0.013  0.01  -0.015  0.023  0.008],0
85,[ 0.715  0.511  0.272  0.094 -0.004  0.013  0.034 -0.028  0.042  0.012],[ 0.717  0.518  0.272  0.092 -0.006  0.013  0.031 -0.015  0.042  0.019],0
86,[ 0.715  0.503  0.272  0.094 -0.006  0.013  0.015 -0.024  0.042  0.012],[ 0.715  0.503  0.27   0.09  -0.005  0.013 -0.003 -0.019  0.01   0.019],0
87,[ 0.716  0.502  0.27   0.088 -0.004  0.012  0.011 -0.017  0.034  0.019],[ 0.715  0.503  0.26   0.087 -0.005  0.014  0.034 -0.02  -0.003  0.019],1
88,[ 0.713  0.504  0.289  0.089 -0.017  0.017  0.039 -0.016  0.016  0.02 ],[ 0.716  0.507  0.271  0.088 -0.003 -0.026  0.012 -0.022  0.     0.016],0
89,[ 0.715  0.512  0.266  0.094 -0.002 -0.026  0.032 -0.024  0.02   0.014],[ 0.711  0.501  0.268  0.094 -0.006  0.013  0.031 -0.015  0.042  0.008],0
90,[ 0.717  0.505  0.27   0.094 -0.004  0.012  0.033 -0.017  0.034  0.019],[ 0.711  0.501  0.27   0.094 -0.004  0.013  0.031 -0.017  0.042  0.009],1
91,[ 0.723  0.553  0.314  0.088 -0.024 -0.019  0.012 -0.02   0.025  0.019],[ 0.715  0.503  0.26   0.088 -0.02   0.032  0.034 -0.02   0.018  0.019],1
92,[ 0.716  0.513  0.302  0.086 -0.002 -0.026  0.031 -0.02   0.01   0.012],[ 0.717  0.506  0.29   0.089 -0.004 -0.01   0.011 -0.022  0.043  0.019],0
93,[ 0.722  0.553  0.314  0.088 -0.024 -0.019  0.012 -0.02   0.025  0.019],[ 0.712  0.501  0.267  0.094 -0.006  0.013  0.01  -0.015  0.023  0.008],0
94,[ 0.723  0.553  0.314  0.085 -0.02  -0.017  0.011 -0.022  0.025  0.016],[ 0.717  0.503  0.272  0.094 -0.006  0.013  0.031 -0.015  0.042  0.019],1
95,[ 0.715  0.505  0.266  0.092 -0.006  0.013  0.031 -0.015  0.018  0.017],[ 0.717  0.503  0.272  0.094 -0.006  0.013  0.031 -0.025 -0.008  0.019],1
96,[ 0.716  0.502  0.27   0.088 -0.004  0.012  0.012 -0.017  0.034  0.019],[ 0.717  0.553  0.314  0.089 -0.02  -0.018  0.012 -0.02   0.025  0.019],1
97,[ 0.716  0.502  0.27   0.089 -0.002  0.012  0.012 -0.016  0.034  0.019],[ 0.717  0.501  0.291  0.088 -0.004 -0.015  0.016 -0.02   0.025  0.019],1
98,[ 0.715  0.503  0.271  0.093 -0.02   0.012  0.031 -0.016  0.034  0.019],[ 0.723  0.553  0.314  0.088 -0.02   0.009 -0.011 -0.02   0.025  0.016],0
99,[ 0.715  0.503  0.248  0.09  -0.018  0.015  0.015 -0.02   0.01   0.019],[ 0.724  0.553  0.314  0.088 -0.033  0.034  0.012 -0.02   0.014  0.019],1
100,[ 0.717  0.503  0.272  0.094 -0.004  0.013  0.034 -0.016  0.042  0.019],[ 0.723  0.553  0.314  0.085 -0.02  -0.017  0.011 -0.022  0.025  0.016],0
101,[ 0.714  0.507  0.264  0.088 -0.002 -0.026  0.011 -0.026  0.02   0.014],[ 0.723  0.553  0.314  0.088 -0.024 -0.019  0.012 -0.02   0.025  0.019],1
102,[ 0.711  0.501  0.268  0.094 -0.006  0.013  0.031 -0.015  0.042  0.008],[ 0.715  0.505  0.27   0.094 -0.018  0.012  0.015 -0.021  0.034  0.019],1
103,[ 0.715  0.511  0.272  0.094 -0.004  0.013  0.034 -0.028  0.042  0.012],[ 0.723  0.553  0.313  0.088 -0.034  0.022  0.011 -0.027 -0.01  -0.003],1
104,[ 0.723  0.553  0.314  0.088 -0.02   0.009 -0.011 -0.02   0.025  0.016],[ 0.717  0.505  0.27   0.094 -0.004  0.012  0.033 -0.017  0.001  0.016],0
105,[ 0.714  0.507  0.266  0.094 -0.002 -0.013  0.019 -0.024  0.014  0.017],[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.015],1
106,[ 0.717  0.511  0.272  0.094 -0.006  0.013  0.031 -0.015  0.042  0.019],[ 0.717  0.501  0.291  0.088 -0.004 -0.015  0.016 -0.02   0.025  0.019],1
107,[ 0.717  0.504  0.267  0.087 -0.005  0.017  0.031 -0.015  0.042  0.024],[ 0.716  0.515  0.286  0.088 -0.02  -0.025  0.014 -0.02   0.012  0.016],1
108,[ 0.714  0.503  0.266  0.094 -0.002 -0.011  0.032 -0.024  0.014  0.017],[ 0.715  0.503  0.267  0.089 -0.021  0.013  0.011 -0.029  0.017  0.012],1
109,[ 0.715  0.553  0.314  0.089 -0.02   0.011  0.038 -0.016  0.025  0.021],[ 0.714  0.505  0.266  0.094 -0.004 -0.027  0.032 -0.024  0.021  0.014],1
110,[ 0.714  0.503  0.265  0.088 -0.003 -0.026  0.011 -0.025  0.02   0.014],[ 0.717  0.518  0.266  0.094 -0.002  0.006  0.032 -0.024  0.023  0.017],0
111,[ 0.712  0.502  0.271  0.089 -0.02   0.012  0.015 -0.02   0.043  0.016],[ 0.716  0.502  0.27   0.089 -0.002  0.012  0.012 -0.016  0.034  0.019],0
112,[ 0.723  0.553  0.314  0.088 -0.02  -0.018  0.012 -0.02   0.033  0.016],[ 0.714  0.503  0.268  0.094 -0.007 -0.021  0.015 -0.023  0.02   0.014],0
113,[ 0.716  0.515  0.302  0.088 -0.002 -0.025  0.016 -0.02   0.011  0.016],[ 0.723  0.559  0.314  0.095 -0.02  -0.017  0.012 -0.02   0.019  0.014],0
114,[ 0.716  0.507  0.271  0.088 -0.003 -0.026  0.012 -0.022  0.     0.016],[ 0.716  0.515  0.286  0.088 -0.021  0.026  0.012 -0.02   0.024  0.016],0
115,[ 0.715  0.503  0.271  0.093 -0.018  0.012  0.015 -0.019  0.043  0.019],[ 0.716  0.502  0.27   0.088 -0.004  0.012  0.012 -0.017  0.034  0.019],0
116,[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.016],[ 0.716  0.502  0.27   0.088 -0.018  0.01   0.011 -0.019  0.034  0.019],1
117,[ 0.717  0.501  0.291  0.092 -0.004 -0.015  0.016 -0.016  0.025  0.019],[ 0.715  0.503  0.26   0.088 -0.02   0.032  0.034 -0.02   0.018  0.019],1
118,[ 0.717  0.503  0.29   0.089 -0.017  0.016  0.039 -0.016  0.016  0.019],[ 0.716  0.502  0.27   0.088 -0.004  0.012  0.011 -0.017  0.034  0.019],0
119,[ 0.715  0.503  0.272  0.094 -0.006  0.013  0.015 -0.024  0.042  0.012],[ 0.715  0.51   0.266  0.09  -0.002 -0.025  0.031 -0.024  0.007  0.014],1
120,[ 0.717  0.511  0.291  0.092 -0.021  0.013  0.036 -0.027  0.014  0.017],[ 0.714  0.504  0.268  0.094 -0.002 -0.022  0.032 -0.023  0.02   0.014],0
121,[ 0.717  0.505  0.27   0.094 -0.004  0.012  0.033 -0.017  0.034  0.019],[ 0.713  0.499  0.254  0.088 -0.02   0.012  0.034 -0.02   0.018  0.007],1
122,[ 0.717  0.503  0.272  0.094 -0.006  0.013  0.031 -0.015  0.042  0.019],[ 0.712  0.501  0.267  0.094 -0.006  0.013  0.01  -0.015  0.023  0.008],0
123,[ 0.715  0.505  0.266  0.092 -0.006  0.013  0.031 -0.015  0.018  0.017],[ 0.715  0.557  0.313  0.088 -0.02   0.013  0.038 -0.016  0.018  0.019],1
124,[ 0.716  0.555  0.287  0.085 -0.02   0.034  0.011 -0.005  0.025 -0.007],[ 0.716  0.507  0.29   0.088 -0.002 -0.024  0.011 -0.022  0.     0.016],0
125,[ 0.711  0.501  0.27   0.094 -0.004  0.013  0.031 -0.017  0.042  0.009],[ 0.715  0.503  0.253  0.088 -0.02   0.032  0.017 -0.02   0.015 -0.002],1
126,[ 0.715  0.503  0.271  0.093 -0.02   0.012  0.031 -0.016  0.034  0.019],[ 0.71   0.501  0.267  0.089  0.026  0.013  0.01  -0.015  0.023  0.008],0
127,[ 0.716  0.513  0.302  0.088 -0.002 -0.026  0.011 -0.02   0.011  0.016],[ 0.715  0.503  0.253  0.088 -0.02  -0.018  0.012 -0.02   0.015 -0.003],1
128,[ 0.715  0.503  0.248  0.09  -0.018  0.015  0.015 -0.02   0.01   0.019],[ 0.715  0.503  0.27   0.09  -0.005  0.013 -0.003 -0.019  0.01   0.019],0
129,[ 0.717  0.518  0.272  0.092 -0.006  0.013  0.031 -0.015  0.042  0.019],[ 0.713  0.504  0.289  0.089 -0.017  0.017  0.039 -0.016  0.016  0.02 ],1
130,[ 0.714  0.504  0.268  0.094 -0.002 -0.026  0.032 -0.024  0.02   0.014],[ 0.717  0.502  0.269  0.09  -0.023  0.016  0.031 -0.022  0.001 -0.004],0
131,[ 0.715  0.511  0.272  0.094 -0.004  0.013  0.013 -0.028  0.042  0.012],[ 0.717  0.503  0.266  0.094 -0.004 -0.032  0.032 -0.016  0.012  0.019],1
132,[ 0.723  0.553  0.314  0.088 -0.02  -0.019  0.014 -0.02   0.025  0.019],[ 0.717  0.503  0.272  0.094 -0.006  0.013  0.031 -0.025 -0.008  0.019],1
133,[ 0.717  0.503  0.271  0.093 -0.004  0.012  0.031 -0.016  0.043  0.019],[ 0.713  0.553  0.291  0.092 -0.011  0.024  0.013 -0.027  0.003 -0.004],1
134,[ 0.717  0.505  0.274  0.094 -0.004  0.013  0.034 -0.017  0.035  0.019],[ 0.717  0.503  0.272  0.094 -0.004  0.013  0.034 -0.02   0.042  0.019],1
135,[ 0.724  0.553  0.314  0.088 -0.033  0.034  0.012 -0.02   0.014  0.019],[ 0.724  0.553  0.314  0.088 -0.034  0.03   0.012 -0.02   0.025  0.019],1
136,[ 0.715  0.503  0.26   0.087 -0.005  0.014  0.034 -0.02  -0.003  0.019],[ 0.716  0.508  0.267  0.088 -0.002 -0.025  0.011 -0.02   0.012  0.017],0
137,[ 0.717  0.501  0.272  0.094 -0.006 -0.027  0.031 -0.012  0.026  0.019],[ 0.717  0.506  0.29   0.089 -0.004 -0.01   0.011 -0.022  0.043  0.019],0
138,[ 0.715  0.512  0.266  0.094 -0.002 -0.025  0.032 -0.024  0.007  0.014],[ 0.723  0.553  0.314  0.088 -0.02  -0.017  0.012 -0.02   0.025  0.019],0
139,[ 0.715  0.512  0.266  0.094 -0.002 -0.026  0.032 -0.024  0.02   0.014],[ 0.716  0.503  0.267  0.088 -0.002 -0.025  0.011 -0.019  0.011  0.016],0
140,[ 0.717  0.511  0.272  0.094 -0.02   0.013  0.035 -0.015  0.042 -0.014],[ 0.714  0.553  0.314  0.088 -0.02  -0.017  0.01  -0.02   0.025  0.016],1
141,[ 0.723  0.511  0.289  0.094 -0.006  0.017  0.031 -0.015  0.042  0.024],[ 0.723  0.553  0.314  0.088 -0.02  -0.018  0.012 -0.02   0.025  0.019],0
142,[ 0.717  0.511  0.29   0.093 -0.006  0.013  0.014 -0.022  0.043  0.019],[ 0.715  0.503  0.273  0.094 -0.006  0.014  0.015 -0.024  0.042  0.016],1
143,[ 0.717  0.553  0.314  0.089 -0.02  -0.018  0.012 -0.02   0.025  0.019],[ 0.715  0.503  0.248  0.09  -0.018  0.015  0.015 -0.019  0.01   0.019],0
144,[ 0.715  0.503  0.267  0.088 -0.021  0.013  0.011 -0.025  0.024  0.012],[ 0.716  0.515  0.302  0.089 -0.002  0.033  0.016 -0.009  0.024  0.016],0
145,[ 0.722  0.553  0.314  0.088 -0.024 -0.019  0.012 -0.02   0.025  0.019],[ 0.713  0.503  0.248  0.09  -0.018  0.016  0.013 -0.019  0.004 -0.003],0
146,[ 0.717  0.502  0.27   0.088 -0.004  0.009  0.012 -0.017  0.034  0.019],[ 0.715  0.518  0.266  0.088 -0.002 -0.035  0.032 -0.024  0.007  0.015],1
